Date	Month	Symbol	Open	High	Low	Close	Volume
2/8/2021	Aug	BTCUSD	3969.31	3983.87	3953.44	62998.68	1328.55
2/8/2021	Aug	BTCUSD	3973.59	3994.41	3966.98	53826.69	1338.83
2/9/2021	Aug	BTCUSD	3992.78	4020.63	3992.78	60415.91	1343.29
2/9/2021	Aug	BTCUSD	4034.44	4083.13	4034.44	60240.83	1344.77
2/10/2021	Aug	BTCUSD	4074.29	4083.42	4056.88	56541.2	1349.19
2/10/2021	Aug	BTCUSD	4074.99	4086.23	4061.41	55548.73	1350.97
2/11/2021	Aug	BTCUSD	4075.57	4098.19	4068.14	31313.83	1355.02
2/11/2021	Aug	BTCUSD	4089.95	4116.93	4068.31	47400.89	1360.76
2/12/2021	Aug	BTCUSD	4096.11	4129.48	4074.99	47995.78	1369.87
2/12/2021	Aug	BTCUSD	4098.45	4131.58	4082.54	33949.79	1379.03
2/13/2021	Aug	BTCUSD	4121.97	4131.76	4095.51	48900.01	1383.21
2/14/2021	Aug	BTCUSD	4124.71	4134.73	4111.53	44024.27	1395.68
2/15/2021	Aug	BTCUSD	4128.42	4148	4114.82	52663.45	1408.74
2/16/2021	Aug	BTCUSD	4129.58	4151.69	4118.38	56362.19	1420.43
2/16/2021	Aug	BTCUSD	4130.1	4159.18	4120.87	68525.75	1421.08
2/17/2021	Aug	BTCUSD	4130.55	4162.04	4121.97	56975.38	1430.31
2/17/2021	Aug	BTCUSD	4138.78	4169.15	4123.69	57820	1432.56
2/18/2021	Aug	BTCUSD	4139.76	4171.92	4124.43	62469.83	1448.49
2/18/2021	Aug	BTCUSD	4141.58	4172.8	4125.99	55914.43	1454.9
2/19/2021	Aug	BTCUSD	4150.34	4173.49	4126.35	63805.12	1466.29
2/19/2021	Aug	BTCUSD	4159.18	4175.02	4128.59	62765.47	1477.09
2/20/2021	Aug	BTCUSD	4165.94	4179.04	4129.58	58596.83	1483.12
2/21/2021	Aug	BTCUSD	4168.61	4179.57	4138.78	33337	1485.76
2/22/2021	August	BTCUSD	4169.14	4180.81	4139.76	54588	1485.78
2/22/2021	August	BTCUSD	4169.92	4183.13	4142.69	57404.47	1487.28
2/23/2021	August	BTCUSD	4170.16	4187.72	4147.33	61133.24	1488.56
2/23/2021	August	BTCUSD	4170.46	4188.72	4150.47	55762.28	1494.9
2/24/2021	August	BTCUSD	4173.4	4191.31	4151.72	54883.25	1508.58
2/24/2021	August	BTCUSD	4174.14	4193.35	4160.94	43601.2	1511.58
2/25/2021	August	BTCUSD	4177.06	4194.17	4164.4	47101.27	1516.06
2/25/2021	August	BTCUSD	4179.04	4194.19	4167.93	42565.16	1531.06
2/26/2021	August	BTCUSD	4179.8	4198.1	4170.16	31924.93	1534.41
2/26/2021	August	BTCUSD	4185.03	4201.53	4170.75	53750.01	1561.01
2/27/2021	August	BTCUSD	4185.14	4202.61	4173.4	39982.79	1561.72
2/28/2021	August	BTCUSD	4188.25	4202.7	4174.85	34536.71	1562.38
3/1/2021	August	BTCUSD	4191.43	4204.39	4176.22	46743.4	1563.22
3/1/2021	August	BTCUSD	4191.59	4204.78	4176.81	45948.06	1565.84
3/2/2021	August	BTCUSD	4191.98	4209.39	4181.78	47042.28	1566
3/2/2021	August	BTCUSD	4198.1	4209.52	4182.36	58073.82	1574.7
3/3/2021	August	BTCUSD	4201.94	4213.38	4182.52	56423.5	1584.78
3/3/2021	August	BTCUSD	4204.78	4213.42	4184.11	58187.76	1591.2
3/4/2021	August	BTCUSD	4205.94	4217.37	4188.03	46806.83	1591.71
3/4/2021	August	BTCUSD	4206.05	4218.36	4188.13	57793.71	1594.38
3/5/2021	August	BTCUSD	4206.14	4218.78	4196.05	56705.84	1595.58
3/5/2021	August	BTCUSD	4206.82	4226.24	4197.59	47571.64	1609.57
3/6/2021	Dec	BTCUSD	4210.34	4232.29	4197.78	35520.66	1611.01
3/7/2021	Dec	BTCUSD	4210.77	4232.34	4198.27	37655.54	1612.75
3/8/2021	Dec	BTCUSD	4216.52	4233.45	4201.64	54312.41	1628.45
3/8/2021	Dec	BTCUSD	4220.37	4234.12	4202.45	36702.88	1649.4
3/9/2021	Dec	BTCUSD	4224.61	4236.39	4203.57	61234.9	1652.99
3/9/2021	Dec	BTCUSD	4228.29	4236.74	4206.05	54804.02	1655.31
3/10/2021	Dec	BTCUSD	4228.56	4237.09	4208.41	47931	1666.41
3/10/2021	Dec	BTCUSD	4229.34	4238.04	4215.66	33585.44	1668.48
3/11/2021	Dec	BTCUSD	4232.99	4248.38	4217.27	59143.58	1679.55
3/11/2021	Dec	BTCUSD	4233.81	4249.74	4218.74	48838.59	1684.17
3/12/2021	Dec	BTCUSD	4242.9	4251.89	4220.34	48405.03	1686.8
3/12/2021	Dec	BTCUSD	4248.31	4255.59	4232.25	46435.44	1687.08
3/13/2021	Dec	BTCUSD	4248.87	4255.84	4233.13	51561.6	1691.52
3/14/2021	Dec	BTCUSD	4249.27	4256.6	4234.07	58545.16	1692.08
3/15/2021	Dec	BTCUSD	4255.28	4257.16	4238.35	44301	1699.82
3/15/2021	Dec	BTCUSD	4256.97	4271.28	4241.43	59407.78	1710.38
3/16/2021	Dec	BTCUSD	4265.11	4286.12	4256.97	56289.06	1713.92
3/16/2021	Dec	BTCUSD	4274.45	4292.14	4262.05	49587.2	1736.03
3/17/2021	Dec	BTCUSD	4284.9	4296.4	4271.16	52450.8	1736.99
3/17/2021	Dec	BTCUSD	4290.65	4300.52	4274.67	61669.43	1737.13
3/18/2021	Dec	BTCUSD	4293.21	4302.43	4278.94	46968.47	1749.04
3/18/2021	Dec	BTCUSD	4296.4	4320.66	4287.04	49320.94	1755.41
3/19/2021	Dec	BTCUSD	4300.73	4330.88	4287.96	35089.93	1759.94
3/19/2021	Dec	BTCUSD	4309.87	4336.84	4288.52	45594.16	1768.99
3/20/2021	Dec	BTCUSD	4317.16	4355.43	4289.37	54710.81	1771.2
3/21/2021	Dec	BTCUSD	4319.57	4355.51	4290.49	48648.76	1774.93
3/22/2021	Dec	BTCUSD	4321.07	4356.46	4300.73	57111.63	1776.09
3/22/2021	Dec	BTCUSD	4326.6	4359.7	4305.91	45181.52	1783.43
3/23/2021	Dec	BTCUSD	4329.38	4361.88	4306.24	52055.9	1784.77
3/23/2021	Dec	BTCUSD	4331.13	4365.57	4309.87	37963.61	1786.28
3/24/2021	Dec	BTCUSD	4348.84	4369.02	4314.37	60944.13	1790.8
3/24/2021	December	BTCUSD	4351.01	4369.23	4322.53	63257.57	1791.9
3/25/2021	December	BTCUSD	4356.46	4369.87	4326.6	59885.21	1794.84
3/25/2021	December	BTCUSD	4358.01	4371.6	4329.38	38411.14	18000.98
3/26/2021	December	BTCUSD	4361.27	4372.87	4329.79	53531.94	1804.88
3/26/2021	December	BTCUSD	4362.41	4374.89	4329.92	38650	1815.1
3/27/2021	December	BTCUSD	4367.43	4375.09	4331.13	45205.46	1840.77
3/28/2021	December	BTCUSD	4367.43	4375.19	4340.7	36215.22	1855.53
3/29/2021	December	BTCUSD	4368.31	4382.55	4342.09	58884.7	1865.12
3/29/2021	December	BTCUSD	4369.02	4385.57	4346.33	58272.25	1869.51
3/30/2021	December	BTCUSD	4370.67	4386.68	4347.96	53931.34	1880.72
3/30/2021	December	BTCUSD	4372.41	4392.37	4350.06	48749.78	1887.71
3/31/2021	December	BTCUSD	4374.45	4393.68	4355.08	43628.16	1891.52
3/31/2021	December	BTCUSD	4380.11	4394.87	4360.59	39440.62	1911.35
4/1/2021	December	BTCUSD	4381.07	4402.95	4362.36	63870.2	1914.15
4/1/2021	December	BTCUSD	4381.2	4412.02	4364.03	54375.12	1916.14
4/2/2021	December	BTCUSD	4382.44	4412.25	4366.92	53466.19	1933.15
4/3/2021	December	BTCUSD	4383.73	4415.18	4367.43	48383.6	1938.26
4/4/2021	December	BTCUSD	4385.44	4415.47	4367.73	58687.36	1950.94
4/5/2021	December	BTCUSD	4386.75	4415.88	4372.51	56559.59	1994.91
4/5/2021	December	BTCUSD	4392.74	4416.17	4373	49670.85	2001.31
4/6/2021	December	BTCUSD	4395.12	4416.38	4381.2	38897.95	2002.11
4/6/2021	December	BTCUSD	4402.95	4416.75	4383.73	51241.23	2002.6
4/7/2021	Feb	BTCUSD	4402.95	4418.61	4384.81	57155.81	2020.26
4/7/2021	Feb	BTCUSD	4403.59	4419.54	4386.22	43529.34	2023.49
4/8/2021	Feb	BTCUSD	4406.51	4422.18	4386.75	35591.29	2027.8
4/8/2021	Feb	BTCUSD	4406.75	4422.73	4387.01	34132.04	2031.63
4/9/2021	Feb	BTCUSD	4406.86	4423.79	4389.65	39415.76	2032.78
4/9/2021	Feb	BTCUSD	4408.86	4429.76	4397.59	34465.35	2039.5
4/10/2021	Feb	BTCUSD	4409.58	4429.97	4400.23	55971.68	2062.29
4/11/2021	Feb	BTCUSD	4410.56	4429.97	4403.59	32954.75	2063.01
4/12/2021	Feb	BTCUSD	4415.95	4439.39	4405.45	29853.86	2075.28
4/12/2021	Feb	BTCUSD	4416.38	4439.73	4406.75	36509.42	2083.84
4/13/2021	Feb	BTCUSD	4419.54	4440.82	4406.8	63773.18	2091.43
4/13/2021	Feb	BTCUSD	4429.07	4444.35	4408.86	42210.47	2104.5
4/14/2021	Feb	BTCUSD	4435.79	4445.21	4417.83	33589.89	2134.59
4/14/2021	Feb	BTCUSD	4437.77	4449.44	4424.74	61354.75	2135.31
4/15/2021	Feb	BTCUSD	4438.04	4454.32	4427.76	51012.43	2139.33
4/15/2021	Feb	BTCUSD	4440.94	4457.3	4429.07	38271.59	2140.75
4/16/2021	Feb	BTCUSD	4442.12	4461.77	4430.03	45078.79	2149.38
4/16/2021	Feb	BTCUSD	4442.18	4462.12	4430.27	47185.29	2174.9
4/17/2021	Feb	BTCUSD	4446.08	4463.12	4435.46	29605.35	2184.44
4/18/2021	Feb	BTCUSD	4447.49	4465.4	4435.96	46408.05	2188.54
4/19/2021	Feb	BTCUSD	4447.69	4468.37	4436.19	4725.79	2194630000
4/19/2021	Feb	BTCUSD	4450.29	4471.52	4436.42	46845.94	2205
4/20/2021	Feb	BTCUSD	4461.65	4475.82	4437.66	34805.29	2212.16
4/20/2021	Feb	BTCUSD	4462.12	4480.26	4438.37	4786.35	2217050000
4/21/2021	Feb	BTCUSD	4463.72	4485.68	4443.8	34388.62	2229.39
4/21/2021	Feb	BTCUSD	4464.84	4485.87	4445.7	43720	2238.33
4/22/2021	Feb	BTCUSD	4469.74	4486.87	4447.47	32933.44	2240.46
4/22/2021	Feb	BTCUSD	4474.1	4488.75	4447.69	53508.08	2243.11
4/23/2021	February	BTCUSD	4474.81	4489.88	4450.29	35100	2257.34
4/23/2021	February	BTCUSD	4477.09	4492.81	4457.66	4791.19	2264120000
4/24/2021	February	BTCUSD	4479.33	4492.99	4460.82	46005.27	2277.31
4/25/2021	February	BTCUSD	4484.4	4495.9	4468.99	37419.82	2300.76
4/26/2021	February	BTCUSD	4490.45	4501.71	4474.1	62450	2319.6
4/26/2021	February	BTCUSD	4493.75	4513.33	4482.28	36467.28	2328.35
4/27/2021	February	BTCUSD	4497.34	4520.4	4485.66	36483.57	2347.26
4/27/2021	February	BTCUSD	4504.73	4520.47	4492.07	55255.57	2353.91
4/28/2021	February	BTCUSD	4506.92	4521.79	4493.95	55511.37	2363.15
4/28/2021	February	BTCUSD	4513.02	4529.9	4495.12	4793.06	2369370000
4/29/2021	February	BTCUSD	4513.76	4531.39	4496.41	4468	2371630000
4/29/2021	February	BTCUSD	4518.09	4535.38	4504.73	4778.73	2390990000
4/30/2021	February	BTCUSD	4524.42	4537.11	4510.27	4391.34	2401890000
4/30/2021	February	BTCUSD	4528.8	4537.36	4513	38988.5	2406.83
5/1/2021	February	BTCUSD	4529.75	4540.87	4513.76	47938.87	2413.87
5/2/2021	February	BTCUSD	4532.24	4541.45	4515.8	37484.18	2418.86
5/3/2021	February	BTCUSD	4532.42	4545.85	4521.3	45206.43	2422.25
5/3/2021	February	BTCUSD	4534.48	4551.44	4522.02	56900.44	2430.66
5/4/2021	February	BTCUSD	4535.38	4559.67	4524	4696.56	2439570000
5/4/2021	Jan	BTCUSD	4546.12	4572.62	4524.4	4766.18	2446190000
5/5/2021	Jan	BTCUSD	4548.37	4584.57	4524.66	36025.16	2454.43
5/5/2021	Jan	BTCUSD	4553.69	4587.9	4526.89	4701.46	2464040000
5/6/2021	Jan	BTCUSD	4562.84	4595.46	4531.1	45513.94	2479.69
5/6/2021	Jan	BTCUSD	4572.87	4597.55	4537.36	31557.64	2502.78
5/7/2021	Jan	BTCUSD	4578.69	4598.53	4540.51	47339.92	2507.35
5/7/2021	Jan	BTCUSD	4580.22	4608.03	4551.66	37938.2	2524.23
5/8/2021	Jan	BTCUSD	4587.9	4608.08	4560	4519.63	2531210000
5/9/2021	Jan	BTCUSD	4589.49	4612.6	4562.84	31852.6	2542.86
5/10/2021	Jan	BTCUSD	4594.96	4620.34	4567.59	4460.83	2543860000
5/10/2021	Jan	BTCUSD	4602.82	4635.15	4569.17	4496.19	2554680000
5/11/2021	Jan	BTCUSD	4610.62	4646.02	4583.16	52152.85	2556.02
5/11/2021	Jan	BTCUSD	4613.34	4651.14	4585.43	4528.79	2557300000
5/12/2021	Jan	BTCUSD	4628.75	4652.94	4595.06	37551.56	2559.71
5/12/2021	Jan	BTCUSD	4630.65	4660.47	4600.22	4649.23	2564370000
5/13/2021	Jan	BTCUSD	4631.97	4663.46	4606.52	4443.05	2568730000
5/13/2021	Jan	BTCUSD	4636.46	4664.55	4611.22	4361.19	2580000000
5/14/2021	Jan	BTCUSD	4640.25	4664.63	4613.34	55194.75	2583.42
5/14/2021	Jan	BTCUSD	4642.99	4666.7	4621.19	55992.97	2586.09
5/15/2021	Jan	BTCUSD	4650.36	4672.95	4625.26	47624.29	2589
5/16/2021	Jan	BTCUSD	4652.5	4683	4630.86	41840.36	2600.84
5/17/2021	Jan	BTCUSD	4655.24	4684.85	4631.97	4350.65	2608150000
5/17/2021	Jan	BTCUSD	4659.39	4688.47	4645.53	4535.43	2609660000
5/18/2021	Jan	BTCUSD	4662.93	4694.04	4648.31	4682.8	2618980000
5/18/2021	Jan	BTCUSD	4664.63	4695.26	4650.77	4649.27	2623140000
5/19/2021	Jan	BTCUSD	4670.26	4697.42	4651.89	4352.34	2628550000
5/19/2021	Jan	BTCUSD	4675.78	4697.67	4652.66	62600	2631.53
5/20/2021	Jan	BTCUSD	4678.48	4699.39	4659.89	37380.18	2637.09
5/20/2021	January	BTCUSD	4679.42	4701.5	4662.59	4438.26	2642920000
5/21/2021	January	BTCUSD	4687.64	4702.87	4665.98	52435.9	2662.93
5/21/2021	January	BTCUSD	4689.3	4705.06	4667.6	4536.19	2671560000
5/22/2021	January	BTCUSD	4690.86	4708.53	4670.24	4594.62	2676740000
5/23/2021	January	BTCUSD	4691	4708.8	4670.87	40490.5	2678.95
5/24/2021	January	BTCUSD	4699.26	4710.3	4672.78	4422.3	2679110000
5/24/2021	January	BTCUSD	4700.72	4712.6	4672.86	4486.46	2683540000
5/25/2021	January	BTCUSD	4701.48	4713.57	4674.52	38706.52	2686.51
5/25/2021	January	BTCUSD	4701.5	4714.92	4679.42	40043.69	2687.61
5/26/2021	January	BTCUSD	4703.96	4714.95	4681.32	4470	2704600000
5/26/2021	January	BTCUSD	4707.25	4717.75	4682.17	4479.71	2707170000
5/27/2021	January	BTCUSD	4708.44	4718.5	4684.41	40429.38	2719.45
5/27/2021	January	BTCUSD	4710.3	4731.99	4694.22	59050.45	2725.2
5/28/2021	January	BTCUSD	4712	4740.74	4694.39	35075.53	2726.29
5/28/2021	January	BTCUSD	4719.13	4743.83	4703.96	4429.1	2734220000
5/29/2021	January	BTCUSD	4733.99	4786.83	4733.99	4369.55	2738280000
5/30/2021	January	BTCUSD	4775.21	4786.83	4765.75	37962.25	2750.52
5/31/2021	January	BTCUSD	4788.64	4791.49	4775.33	4359.46	2753800000
6/1/2021	January	BTCUSD	4794.23	4804.06	4778.08	49597.23	2756.27
6/1/2021	Jul	BTCUSD	4795.49	4807.02	4780.04	4455.48	2772090000
6/2/2021	Jul	BTCUSD	29605.35	4808.93	27632.34	49649.93	2776.27
6/2/2021	Jul	BTCUSD	29853.86	30005.72	28700	4432.35	2779880000
6/3/2021	Jul	BTCUSD	30943.32	31890.59	28800	38875	2783.6
6/3/2021	Jul	BTCUSD	31203.46	32059.73	28801	61706.36	2789.79
6/4/2021	Jul	BTCUSD	31313.83	32200.55	29191.9	50266.89	2798.46
6/4/2021	Jul	BTCUSD	31514.54	32252.21	29284.35	4442.41	2803060000
6/5/2021	Jul	BTCUSD	31547.22	32437.07	29500	54409.03	2804.1
6/6/2021	Jul	BTCUSD	31557.64	32691.72	29853.86	4514.07	2808480000
6/7/2021	Jul	BTCUSD	31852.6	32806.46	29914.5	4419.15	2815510000
6/7/2021	Jul	BTCUSD	31853.69	32950	30142.68	34629.88	2816.74
6/8/2021	Jul	BTCUSD	31924.93	32951	30250	54586.65	2832.89
6/8/2021	Jul	BTCUSD	31947.52	33189.99	30473.87	4448.98	2833290000
6/9/2021	Jul	BTCUSD	31983.86	33209.59	30833.97	65077.99	2836.59
6/9/2021	Jul	BTCUSD	32169.82	33334.71	30866.39	4700.9	2838210000
6/10/2021	Jul	BTCUSD	32393.63	33479.49	30958	4436.52	2839970000
6/10/2021	Jul	BTCUSD	32500	33493.24	31000.01	4458.58	2851140000
6/11/2021	Jul	BTCUSD	32598.43	33672.18	31027.01	4667.45	2851660000
6/11/2021	Jul	BTCUSD	32606.96	33800	31104.14	52068.01	2858.2
6/12/2021	Jul	BTCUSD	32671.54	33841.46	31123	4712.02	2858310000
6/13/2021	Jul	BTCUSD	32843.15	33880	31135	4395.26	2861600000
6/14/2021	Jul	BTCUSD	32898.06	33926.45	31176.42	4509.37	2862360000
6/14/2021	Jul	BTCUSD	32933.44	34195.26	31206.23	4682.85	2865790000
6/15/2021	Jul	BTCUSD	32954.75	34205	31303.71	4574.79	2866500000
6/15/2021	Jul	BTCUSD	33029.77	34262.53	31444	4441.67	2867770000
6/16/2021	Jul	BTCUSD	33087.26	34392.05	31481.38	32393.63	2869.23
6/16/2021	Jul	BTCUSD	33149.18	34475.55	31601.59	57479.64	288.3
6/17/2021	Jul	BTCUSD	33289.13	34525.5	31661.01	54832.2	2880.08
6/17/2021	Jul	BTCUSD	33337	34536.29	31732.34	4448.08	2884000000
6/18/2021	Jul	BTCUSD	33420.84	34559.72	31968.27	4536.95	2897010000
6/18/2021	Jul	BTCUSD	33540.48	34602	32000	34603.74	2900.01
6/19/2021	July	BTCUSD	33585.44	34670.21	32101	4367.48	2907910000
6/20/2021	July	BTCUSD	33589.89	34671.77	32178.29	63243.4	2908.73
6/21/2021	July	BTCUSD	33608.78	34700	32200	39572.33	2909.35
6/21/2021	July	BTCUSD	33617.3	34702.68	32315.01	4387.16	2919940000
6/22/2021	July	BTCUSD	33689.58	34805.65	32355.04	63063.72	2922.03
6/22/2021	July	BTCUSD	33799.81	34851.2	32374.05	34591.62	2923.54
6/23/2021	July	BTCUSD	33804.23	34885.56	32400.01	4613.67	2924000000
6/23/2021	July	BTCUSD	33864.01	34942.56	32575.84	4363.8	2926460000
6/24/2021	July	BTCUSD	33942.22	34983.42	32625.74	4197.05	2947400000
6/24/2021	July	BTCUSD	33949.79	35000	32669.89	35129.23	2958.68
6/25/2021	July	BTCUSD	33992.88	35098.28	32700	36784.37	2959.52
6/25/2021	July	BTCUSD	34132.04	35100	32722.69	42089.88	2962.61
6/26/2021	July	BTCUSD	34192.14	35114.32	32800	4400.27	2965210000
6/27/2021	July	BTCUSD	34228.19	35274.9	33046	4479.53	2965520000
6/28/2021	July	BTCUSD	34360.84	35286.03	33094.64	64785.34	2966.58
6/28/2021	July	BTCUSD	34388.62	35333.25	33100	4345.72	2967400000
6/29/2021	July	BTCUSD	34452.39	35964.95	33100	4384.63	2983980000
6/29/2021	July	BTCUSD	34465.35	35985.71	33106.09	46309.88	2992.16
6/30/2021	July	BTCUSD	34536.71	36128.13	33153.17	4471.37	3000560000
6/30/2021	July	BTCUSD	34591.62	36222.8	33333.01	35095.44	3012.66
7/1/2021	July	BTCUSD	34603.74	36323.25	33333.01	4549.78	3016950000
7/1/2021	Jun	BTCUSD	34629.88	36464.63	33400	4159.12	3019060000
7/2/2021	Jun	BTCUSD	34670	36523.24	33410.29	31947.52	3023.28
7/2/2021	Jun	BTCUSD	34805.29	36545.05	33466.62	4443.11	3032870000
7/3/2021	Jun	BTCUSD	34877.3	36651.34	33500	4493.28	3035300000
7/4/2021	Jun	BTCUSD	35000	36661.8	33530.4	4486.23	3037770000
7/5/2021	Jun	BTCUSD	35075.53	36798.03	33535.61	4354.19	3044300000
7/6/2021	Jun	BTCUSD	35089.93	36812.09	33582.4	4291.8	3049560000
7/6/2021	Jun	BTCUSD	35095.44	36840.11	33685.82	34228.19	3056.56
7/7/2021	Jun	BTCUSD	35100	37320	33868.96	4701.21	3061550000
7/7/2021	Jun	BTCUSD	35129.23	37448.02	33885.15	4544.9	3062810000
7/8/2021	Jun	BTCUSD	35318.86	37469.21	33894.22	61624.84	3069.46
7/8/2021	Jun	BTCUSD	35435.13	37484.18	34050	4319.94	3077580000
7/9/2021	Jun	BTCUSD	35520.66	37676.6	34200	4358.69	3078550000
7/9/2021	Jun	BTCUSD	35591.29	37690	34211.29	49023.76	3079.22
7/10/2021	Jun	BTCUSD	36025.16	37824.48	34298.01	4522.68	3090380000
7/11/2021	Jun	BTCUSD	36215.22	37912.87	34353.63	45727.39	3092.3
7/12/2021	Jun	BTCUSD	36397.5	37918.57	34426.41	4399.76	3096080000
7/12/2021	Jun	BTCUSD	36467.28	37934.2	34556.07	4468.73	3096390000
7/13/2021	Jun	BTCUSD	36483.57	37949.71	34558	4520.03	3098870000
7/13/2021	Jun	BTCUSD	36503.31	37963.61	34655.99	64673.28	310.01
7/14/2021	Jun	BTCUSD	36509.42	38129.09	34778	37672.47	3101.07
7/14/2021	Jun	BTCUSD	36549.31	38188.33	34792.66	4524.09	3101830000
7/15/2021	Jun	BTCUSD	36702.88	38256.4	34820	4685.25	3110230000
7/15/2021	Jun	BTCUSD	36784.37	38271.59	34845.33	4300.46	3110560000
7/16/2021	Jun	BTCUSD	36851.52	38375	34970.25	4405.8	3120840000
7/16/2021	Jun	BTCUSD	36963.52	38437.02	35005	4307.54	3123770000
7/17/2021	Jun	BTCUSD	36982.83	38665.71	35259.98	4266.49	3141680000
7/18/2021	Jun	BTCUSD	37040.7	38785.99	35272.09	55761.1	3143.93
7/19/2021	Jun	BTCUSD	37380.18	38824.81	35307.69	4357.04	3148980000
7/19/2021	Jun	BTCUSD	37419.82	38849.96	35400.01	4480.7	3154760000
